0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,2,38,2,498,125,10,17,41,0,19,0,8318,7494,60,10,0,0,0,4800,0,18,8,16,4334,334,700,24,792,792,336,336,0,40,166,3000,3000,1632,1392,984,456,456,0,0
